epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,2493.88,0.45486,0.06527,0.12028,0.29375,0.8234,0.99923,1,0.995,0.87634,0.99923,1,0.995,0.995,0.51098,0.02561,0.00653,0.2938,0.84886,0.000812,0.000812,0.000812
122,2513.86,0.44037,0.07899,0.13716,0.28555,0.8167,0.99922,1,0.995,0.87179,0.99922,1,0.995,0.99385,0.48978,0.02692,0.00618,0.29218,0.84682,0.0008021,0.0008021,0.0008021
123,2533.84,0.46989,0.06763,0.10192,0.2984,0.82881,0.99922,1,0.995,0.87954,0.99922,1,0.995,0.99389,0.48751,0.02762,0.0057,0.28596,0.84381,0.0007922,0.0007922,0.0007922
124,2553.88,0.44168,0.07988,0.11007,0.28587,0.83399,0.99923,1,0.995,0.8688,0.99923,1,0.995,0.99385,0.51088,0.02905,0.00593,0.28358,0.84668,0.0007823,0.0007823,0.0007823
125,2574.12,0.43777,0.05638,0.06959,0.28373,0.8145,0.99923,1,0.995,0.88313,0.99923,1,0.995,0.99343,0.51214,0.02975,0.00605,0.28018,0.85161,0.0007724,0.0007724,0.0007724
126,2594.11,0.43769,0.05978,0.11449,0.2825,0.83242,0.99923,1,0.995,0.88313,0.99923,1,0.995,0.99343,0.51214,0.02975,0.00605,0.28018,0.85161,0.0007625,0.0007625,0.0007625
127,2614.26,0.4034,0.05911,0.06355,0.26694,0.817,0.99924,1,0.995,0.88178,0.99924,1,0.995,0.99322,0.49779,0.03031,0.00627,0.27855,0.84844,0.0007526,0.0007526,0.0007526
128,2634.33,0.41377,0.07561,0.082,0.26976,0.81424,0.99925,1,0.995,0.87137,0.99925,1,0.995,0.99316,0.49653,0.03119,0.00679,0.27525,0.83988,0.0007427,0.0007427,0.0007427
129,2654.61,0.4303,0.07608,0.09875,0.2799,0.81464,0.99925,1,0.995,0.87498,0.99925,1,0.995,0.99311,0.48735,0.03203,0.0067,0.27389,0.83846,0.0007328,0.0007328,0.0007328
130,2674.95,0.4071,0.06993,0.09962,0.27294,0.81657,0.99925,1,0.995,0.88619,0.99925,1,0.995,0.99311,0.48141,0.03134,0.00652,0.2746,0.84436,0.0007229,0.0007229,0.0007229
131,2695.2,0.38324,0.07319,0.09715,0.26773,0.81714,0.99923,1,0.995,0.88579,0.99923,1,0.995,0.99114,0.48837,0.03113,0.00651,0.2712,0.84493,0.000713,0.000713,0.000713
132,2715.75,0.40742,0.08205,0.11931,0.27625,0.82671,0.99923,1,0.995,0.88181,0.99923,1,0.995,0.99157,0.47759,0.03218,0.00676,0.27417,0.83655,0.0007031,0.0007031,0.0007031
133,2736.15,0.3999,0.06228,0.09502,0.27223,0.8238,0.99922,1,0.995,0.88809,0.99922,1,0.995,0.99197,0.4701,0.03253,0.00645,0.26913,0.8385,0.0006932,0.0006932,0.0006932
134,2756.16,0.39427,0.05954,0.08338,0.26902,0.82067,0.99922,1,0.995,0.88809,0.99922,1,0.995,0.99197,0.4701,0.03253,0.00645,0.26913,0.8385,0.0006833,0.0006833,0.0006833
135,2776.4,0.39565,0.06627,0.10368,0.27158,0.81823,0.99923,1,0.995,0.8876,0.99923,1,0.995,0.99208,0.47363,0.03077,0.00618,0.26198,0.84493,0.0006734,0.0006734,0.0006734
136,2796.46,0.39266,0.05832,0.08429,0.26826,0.81727,0.99923,1,0.995,0.88442,0.99923,1,0.995,0.99346,0.48871,0.02861,0.0058,0.26266,0.84664,0.0006635,0.0006635,0.0006635
137,2816.72,0.40414,0.06219,0.08201,0.26607,0.82045,0.99924,1,0.995,0.89,0.99924,1,0.995,0.99342,0.48856,0.02815,0.00549,0.26349,0.84866,0.0006536,0.0006536,0.0006536
138,2836.92,0.37491,0.06799,0.08527,0.26229,0.81609,0.99924,1,0.995,0.8809,0.99924,1,0.995,0.99332,0.47671,0.02822,0.00565,0.2666,0.84851,0.0006437,0.0006437,0.0006437
139,2856.9,0.42243,0.06904,0.10966,0.28064,0.82689,0.99923,1,0.995,0.88961,0.99923,1,0.995,0.99328,0.47837,0.0284,0.00583,0.26593,0.84555,0.0006338,0.0006338,0.0006338
140,2877.29,0.3741,0.05808,0.08725,0.26177,0.81326,0.99922,1,0.995,0.87899,0.99922,1,0.995,0.99332,0.47514,0.02712,0.00548,0.26103,0.84193,0.0006239,0.0006239,0.0006239
141,2897.71,0.38202,0.0679,0.08367,0.26445,0.80182,0.99922,1,0.995,0.87743,0.99922,1,0.995,0.99327,0.47954,0.02633,0.00522,0.25716,0.84572,0.000614,0.000614,0.000614
142,2918.31,0.38271,0.04757,0.09867,0.26246,0.8169,0.99922,1,0.995,0.87743,0.99922,1,0.995,0.99327,0.47954,0.02633,0.00522,0.25716,0.84572,0.0006041,0.0006041,0.0006041
143,2939.02,0.3708,0.0561,0.08746,0.26288,0.81123,0.99922,1,0.995,0.88111,0.99922,1,0.995,0.99332,0.47528,0.02601,0.00523,0.25378,0.84137,0.0005942,0.0005942,0.0005942
144,2959.74,0.37427,0.06187,0.09411,0.25336,0.82287,0.99924,1,0.995,0.88599,0.99924,1,0.995,0.99336,0.47758,0.02587,0.00546,0.25466,0.84014,0.0005843,0.0005843,0.0005843
145,2980.48,0.3827,0.05766,0.10307,0.26177,0.8151,0.99924,1,0.995,0.87968,0.99924,1,0.995,0.99343,0.47673,0.0259,0.00534,0.25879,0.84184,0.0005744,0.0005744,0.0005744
146,3001.26,0.3713,0.04355,0.07799,0.25347,0.80805,0.99924,1,0.995,0.8702,0.99924,1,0.995,0.99353,0.48949,0.02566,0.00545,0.26856,0.84702,0.0005645,0.0005645,0.0005645
147,3021.81,0.3934,0.06987,0.09985,0.26365,0.82283,0.99925,1,0.995,0.87332,0.99925,1,0.995,0.99368,0.49163,0.02615,0.0056,0.27292,0.8429,0.0005546,0.0005546,0.0005546
148,3042.08,0.38863,0.06303,0.08649,0.25785,0.82044,0.99926,1,0.995,0.87974,0.99926,1,0.995,0.99384,0.47905,0.02704,0.00561,0.26534,0.83755,0.0005447,0.0005447,0.0005447
149,3062.33,0.36532,0.06424,0.09906,0.25622,0.81835,0.99925,1,0.995,0.88392,0.99925,1,0.995,0.99391,0.45337,0.02927,0.00529,0.25847,0.83402,0.0005348,0.0005348,0.0005348
150,3082.7,0.3527,0.05215,0.05851,0.25194,0.8119,0.99925,1,0.995,0.88392,0.99925,1,0.995,0.99391,0.45337,0.02927,0.00529,0.25847,0.83402,0.0005249,0.0005249,0.0005249
151,3103.57,0.35876,0.04897,0.09224,0.25105,0.81694,0.99925,1,0.995,0.88644,0.99925,1,0.995,0.99395,0.45752,0.03068,0.00533,0.25983,0.8325,0.000515,0.000515,0.000515
152,3124.25,0.36161,0.05098,0.07095,0.24428,0.81123,0.99925,1,0.995,0.88397,0.99925,1,0.995,0.99396,0.47751,0.03033,0.00542,0.26013,0.83468,0.0005051,0.0005051,0.0005051
153,3144.4,0.36822,0.06897,0.06943,0.24951,0.80872,0.99924,1,0.995,0.88723,0.99924,1,0.995,0.99389,0.47298,0.02908,0.00569,0.25606,0.83638,0.0004952,0.0004952,0.0004952
154,3164.33,0.35588,0.05351,0.07832,0.25681,0.8075,0.99925,1,0.995,0.8856,0.99925,1,0.995,0.99385,0.46382,0.02893,0.0056,0.25799,0.83415,0.0004853,0.0004853,0.0004853
155,3184.22,0.36187,0.04994,0.07589,0.25182,0.80652,0.99926,1,0.995,0.89139,0.99926,1,0.995,0.99385,0.46041,0.02919,0.00574,0.26169,0.8312,0.0004754,0.0004754,0.0004754
156,3204.37,0.37944,0.05951,0.07044,0.25342,0.80888,0.99926,1,0.995,0.88759,0.99926,1,0.995,0.99265,0.4529,0.02867,0.00553,0.26038,0.83086,0.0004655,0.0004655,0.0004655
157,3224.45,0.36775,0.04964,0.08169,0.25121,0.7996,0.99927,1,0.995,0.88659,0.99927,1,0.995,0.99238,0.452,0.02859,0.00534,0.25965,0.83184,0.0004556,0.0004556,0.0004556
158,3244.54,0.35843,0.04291,0.08143,0.243,0.804,0.99927,1,0.995,0.88659,0.99927,1,0.995,0.99238,0.452,0.02859,0.00534,0.25965,0.83184,0.0004457,0.0004457,0.0004457
159,3265.06,0.39121,0.07514,0.08959,0.25605,0.81068,0.99926,1,0.995,0.88279,0.99926,1,0.995,0.99219,0.45786,0.02876,0.00497,0.25956,0.8312,0.0004358,0.0004358,0.0004358
160,3285.28,0.37812,0.0458,0.08071,0.26325,0.80082,0.99926,1,0.995,0.89794,0.99926,1,0.995,0.99219,0.44636,0.02883,0.00468,0.25535,0.83085,0.0004259,0.0004259,0.0004259
161,3304.87,0.35604,0.04925,0.11056,0.24578,0.81001,0.99926,1,0.995,0.89897,0.99926,1,0.995,0.99224,0.43668,0.02892,0.00465,0.25307,0.8295,0.000416,0.000416,0.000416
162,3323.63,0.38728,0.05753,0.08527,0.2556,0.81977,0.99925,1,0.995,0.89225,0.99925,1,0.995,0.99365,0.44641,0.02845,0.00496,0.25107,0.82905,0.0004061,0.0004061,0.0004061
163,3342.6,0.37216,0.05313,0.09862,0.25218,0.8118,0.99926,1,0.995,0.88657,0.99926,1,0.995,0.99359,0.45749,0.02747,0.00492,0.25494,0.83242,0.0003962,0.0003962,0.0003962
164,3361.69,0.35634,0.05024,0.06569,0.24386,0.80571,0.99926,1,0.995,0.89026,0.99926,1,0.995,0.99357,0.44988,0.02641,0.00472,0.24868,0.83318,0.0003863,0.0003863,0.0003863
165,3384.93,0.34324,0.04918,0.08155,0.24158,0.81114,0.99927,1,0.995,0.8829,0.99927,1,0.995,0.99359,0.45329,0.02635,0.00468,0.24305,0.83796,0.0003764,0.0003764,0.0003764
166,3406.44,0.37511,0.0456,0.08095,0.26396,0.82247,0.99927,1,0.995,0.8829,0.99927,1,0.995,0.99359,0.45329,0.02635,0.00468,0.24305,0.83796,0.0003665,0.0003665,0.0003665
167,3427.25,0.36747,0.06495,0.09838,0.24997,0.81538,0.99926,1,0.995,0.88072,0.99926,1,0.995,0.99372,0.45953,0.02717,0.00468,0.24453,0.83791,0.0003566,0.0003566,0.0003566
168,3449.35,0.37829,0.06574,0.09597,0.2537,0.80764,0.99926,1,0.995,0.88257,0.99926,1,0.995,0.99384,0.46203,0.02755,0.00484,0.25021,0.83401,0.0003467,0.0003467,0.0003467
169,3471.34,0.35262,0.05304,0.10861,0.24848,0.81971,0.99926,1,0.995,0.88514,0.99926,1,0.995,0.99385,0.45009,0.02684,0.00515,0.25062,0.83197,0.0003368,0.0003368,0.0003368
170,3492.22,0.33526,0.05454,0.08807,0.23801,0.8083,0.99926,1,0.995,0.89022,0.99926,1,0.995,0.9938,0.44234,0.02615,0.00517,0.24597,0.83273,0.0003269,0.0003269,0.0003269
171,3512.93,0.35086,0.05481,0.08721,0.2364,0.81101,0.99926,1,0.995,0.8975,0.99926,1,0.995,0.99373,0.44133,0.02572,0.00508,0.24606,0.83278,0.000317,0.000317,0.000317
172,3533.19,0.34788,0.05519,0.09991,0.23894,0.80069,0.99926,1,0.995,0.89849,0.99926,1,0.995,0.99382,0.44515,0.02536,0.00483,0.24635,0.82971,0.0003071,0.0003071,0.0003071
173,3554.72,0.33768,0.04713,0.07861,0.23604,0.80437,0.99925,1,0.995,0.89711,0.99925,1,0.995,0.99382,0.44767,0.02539,0.00479,0.24927,0.83033,0.0002972,0.0002972,0.0002972
174,3576.7,0.34147,0.05741,0.08246,0.24398,0.81241,0.99925,1,0.995,0.89711,0.99925,1,0.995,0.99382,0.44767,0.02539,0.00479,0.24927,0.83033,0.0002873,0.0002873,0.0002873
175,3600.72,0.33585,0.04803,0.09891,0.24734,0.82881,0.99926,1,0.995,0.89084,0.99926,1,0.995,0.99377,0.44276,0.02573,0.00472,0.24684,0.83217,0.0002774,0.0002774,0.0002774
176,3622.15,0.35855,0.05642,0.11377,0.24253,0.81785,0.99926,1,0.995,0.88877,0.99926,1,0.995,0.99377,0.44989,0.02619,0.0048,0.24741,0.83371,0.0002675,0.0002675,0.0002675
177,3642.92,0.36773,0.0542,0.07639,0.23828,0.8005,0.99927,1,0.995,0.88533,0.99927,1,0.995,0.99368,0.45873,0.02656,0.00506,0.25215,0.83623,0.0002576,0.0002576,0.0002576
178,3663.92,0.35273,0.05269,0.08544,0.23564,0.79513,0.99926,1,0.995,0.88408,0.99926,1,0.995,0.99365,0.45506,0.02714,0.00509,0.24987,0.83504,0.0002477,0.0002477,0.0002477
179,3684.52,0.34847,0.03758,0.07137,0.24129,0.81237,0.99926,1,0.995,0.89291,0.99926,1,0.995,0.99357,0.44392,0.02786,0.00501,0.24526,0.83213,0.0002378,0.0002378,0.0002378
180,3704.77,0.32948,0.04242,0.09676,0.23086,0.81842,0.99927,1,0.995,0.90073,0.99927,1,0.995,0.99347,0.438,0.02752,0.00471,0.24252,0.83014,0.0002279,0.0002279,0.0002279
181,3724.6,0.32788,0.05964,0.09965,0.22933,0.79733,0.99926,1,0.995,0.89719,0.99926,1,0.995,0.99338,0.44231,0.02692,0.00458,0.24255,0.83137,0.000218,0.000218,0.000218
182,3744.49,0.33308,0.05156,0.0625,0.22728,0.80352,0.99926,1,0.995,0.89719,0.99926,1,0.995,0.99338,0.44231,0.02692,0.00458,0.24255,0.83137,0.0002081,0.0002081,0.0002081
183,3764.39,0.34528,0.04753,0.06408,0.23471,0.80478,0.99925,1,0.995,0.90012,0.99925,1,0.995,0.99336,0.44456,0.02631,0.00478,0.244,0.83347,0.0001982,0.0001982,0.0001982
184,3784.19,0.34691,0.0518,0.08039,0.24081,0.80928,0.99925,1,0.995,0.89446,0.99925,1,0.995,0.99336,0.44782,0.02591,0.00487,0.24468,0.83492,0.0001883,0.0001883,0.0001883
185,3804.08,0.34249,0.06141,0.06787,0.23609,0.79315,0.99925,1,0.995,0.89008,0.99925,1,0.995,0.99338,0.44935,0.02582,0.0051,0.24785,0.83527,0.0001784,0.0001784,0.0001784
186,3824.06,0.32808,0.04729,0.10145,0.23835,0.82367,0.99925,1,0.995,0.88161,0.99925,1,0.995,0.99346,0.45499,0.02577,0.00515,0.24871,0.83525,0.0001685,0.0001685,0.0001685
187,3844.08,0.33944,0.05242,0.09646,0.23925,0.81283,0.99926,1,0.995,0.88117,0.99926,1,0.995,0.99186,0.45574,0.02613,0.00487,0.24911,0.83475,0.0001586,0.0001586,0.0001586
188,3864.84,0.32939,0.04193,0.09081,0.23307,0.82237,0.99926,1,0.995,0.88678,0.99926,1,0.995,0.99186,0.45009,0.02584,0.00463,0.25175,0.83447,0.0001487,0.0001487,0.0001487
189,3885.35,0.31195,0.05338,0.07119,0.23047,0.81436,0.99926,1,0.995,0.889,0.99926,1,0.995,0.99184,0.44418,0.02633,0.00446,0.24607,0.83467,0.0001388,0.0001388,0.0001388
190,3905.56,0.33867,0.05628,0.09374,0.23886,0.81529,0.99926,1,0.995,0.889,0.99926,1,0.995,0.99184,0.44418,0.02633,0.00446,0.24607,0.83467,0.0001289,0.0001289,0.0001289
191,3926.56,0.2928,0.02386,0.00434,0.21025,0.79517,0.99925,1,0.995,0.89174,0.99925,1,0.995,0.99181,0.44546,0.0266,0.00448,0.24613,0.83572,0.000119,0.000119,0.000119
192,3947.26,0.29144,0.02621,0.00398,0.20932,0.78253,0.99925,1,0.995,0.89184,0.99925,1,0.995,0.99342,0.44793,0.02671,0.00422,0.24852,0.83654,0.0001091,0.0001091,0.0001091
193,3967.05,0.28419,0.02541,0.00429,0.20781,0.77096,0.99925,1,0.995,0.89047,0.99925,1,0.995,0.99343,0.44848,0.02714,0.00405,0.2535,0.83627,9.92e-05,9.92e-05,9.92e-05
194,3986.45,0.26952,0.02162,0.00366,0.20036,0.78246,0.99926,1,0.995,0.89314,0.99926,1,0.995,0.99224,0.44707,0.02772,0.00396,0.2554,0.83594,8.93e-05,8.93e-05,8.93e-05
195,4004.92,0.27627,0.0247,0.00426,0.20609,0.7883,0.99925,1,0.995,0.8931,0.99925,1,0.995,0.99362,0.44396,0.0276,0.00388,0.25618,0.83537,7.94e-05,7.94e-05,7.94e-05
196,4022.14,0.27409,0.02339,0.00393,0.20289,0.77457,0.99924,1,0.995,0.8928,0.99924,1,0.995,0.99362,0.44255,0.02753,0.0038,0.25485,0.83593,6.95e-05,6.95e-05,6.95e-05
197,4043.26,0.28653,0.02549,0.00404,0.20653,0.77076,0.99924,1,0.995,0.89485,0.99924,1,0.995,0.99358,0.44325,0.02742,0.0037,0.25439,0.83677,5.96e-05,5.96e-05,5.96e-05
198,4063.56,0.27178,0.02083,0.00355,0.19631,0.78655,0.99924,1,0.995,0.89485,0.99924,1,0.995,0.99358,0.44325,0.02742,0.0037,0.25439,0.83677,4.97e-05,4.97e-05,4.97e-05
199,4083.11,0.26545,0.02207,0.00376,0.1978,0.79308,0.99924,1,0.995,0.8926,0.99924,1,0.995,0.99357,0.44451,0.02714,0.00364,0.25329,0.83711,3.98e-05,3.98e-05,3.98e-05
200,4100.89,0.28513,0.02371,0.00358,0.2016,0.7883,0.99925,1,0.995,0.8938,0.99925,1,0.995,0.99354,0.44441,0.02692,0.00355,0.25264,0.83685,2.99e-05,2.99e-05,2.99e-05
